date	open	high	low	close	adjClose	volume	unadjustedVolume	change	changePercent	vwap	label	changeOverTime
2019-06-19	38.58	38.69	38.02	38.28	38.06	33164396	33164396	-0.295	-0.7776	38.3925	June 19, 19	-0.007776
2019-06-20	39.19	39.33	38.38	38.53	38.31	35016728	35016728	-0.6675	-1.68	38.8575	June 20, 19	-0.0168
2019-06-21	38.38	38.87	37.88	37.94	37.73	43442688	43442688	-0.435	-1.15	38.2675	June 21, 19	-0.0115
2019-06-24	38.16	38.46	37.68	38.17	37.95	28294872	28294872	0.01	0.02620545	38.1175	June 24, 19	0.0002620545
2019-06-25	38.22	38.97	37.84	37.87	37.66	31186644	31186644	-0.345	-0.91575	38.225	June 25, 19	-0.0091575
2019-06-26	39.15	40.43	39.02	39.82	39.59	58407300	58407300	0.6625	1.71	39.605	June 26, 19	0.0171
2019-06-27	40.68	41.0	40.32	40.81	40.58	44544152	44544152	0.13	0.31957	40.7025	June 27, 19	0.0031957
2019-06-28	41.25	41.34	40.59	41.06	40.83	39766636	39766636	-0.1925	-0.46061	41.06	June 28, 19	-0.0046061
2019-07-01	43.14	43.49	41.17	41.54	41.31	71153308	71153308	-1.6	-3.71	42.335	July 01, 19	-0.0371
2019-07-02	41.38	41.59	40.42	40.56	40.33	40022752	40022752	-0.8175	-1.98	40.9875	July 02, 19	-0.0198
2019-07-03	40.79	40.85	40.09	40.69	40.46	24663424	24663424	-0.105	-0.24516	40.605	July 03, 19	-0.0024516
2019-07-05	40.1	40.15	39.42	40.06	39.83	39655388	39655388	-0.0425	-0.09975062	39.9325	July 05, 19	-0.0009975062
2019-07-08	39.46	39.65	39.0	39.3	39.08	32978676	32978676	-0.155	-0.40547	39.3525	July 08, 19	-0.0040547
2019-07-09	38.88	39.61	38.75	39.33	39.1	34286048	34286048	0.45	1.16	39.1425	July 09, 19	0.0116
2019-07-10	39.77	40.59	39.63	40.02	39.79	45207596	45207596	0.25	0.62861	40.0025	July 10, 19	0.0062861
2019-07-11	40.75	41.98	40.38	41.57	41.33	68255856	68255856	0.82	2.01	41.17	July 11, 19	0.0201
2019-07-12	41.85	42.62	41.85	41.9	41.67	50639264	50639264	0.0525	0.11947	42.055	July 12, 19	0.0011947
2019-07-15	42.12	42.28	41.53	41.82	41.58	28983972	28983972	-0.2975	-0.71225	41.9375	July 15, 19	-0.0071225
2019-07-16	41.67	42.04	41.21	41.77	41.53	34144392	34144392	0.1025	0.23998	41.6725	July 16, 19	0.0023998
2019-07-17	41.79	42.5	41.49	42.43	42.19	34820428	34820428	0.64	1.53	42.0525	July 17, 19	0.0153
2019-07-18	42.53	43.18	41.96	42.55	42.3	44317896	44317896	0.01375	0.04702563	42.555	July 18, 19	0.0004702563
2019-07-19	42.93	43.0	42.05	42.11	41.87	34489580	34489580	-0.82	-1.91	42.5225	July 19, 19	-0.0191
2019-07-22	42.33	42.96	42.25	42.83	42.59	31593992	31593992	0.505	1.18	42.5925	July 22, 19	0.0118
2019-07-23	43.23	43.94	43.07	43.92	43.67	42817656	42817656	0.69	1.6	43.54	July 23, 19	0.016
2019-07-24	44.35	44.72	43.59	44.67	44.41	36623748	36623748	0.315	0.72153	44.3325	July 24, 19	0.0072153
2019-07-25	44.25	44.38	43.11	43.35	43.1	39269812	39269812	-0.9025	-2.03	43.7725	July 25, 19	-0.0203
2019-07-26	43.62	44.24	43.62	43.77	43.52	27415988	27415988	0.15	0.34388	43.8125	July 26, 19	0.0034388
2019-07-29	43.7	43.87	42.82	43.71	43.46	24816196	24816196	0.01	0.0228833	43.525	July 29, 19	0.000228833
2019-07-30	43.24	43.99	43.09	43.86	43.61	19777044	19777044	0.625	1.43	43.545	July 30, 19	0.0143
2019-07-31	43.55	43.55	41.76	42.18	41.94	35941564	35941564	-1.37	-3.15	42.76	July 31, 19	-0.0315
2019-08-01	42.29	43.2	40.71	41.23	41.0	42121256	42121256	-1.05	-2.51	41.8575	August 01, 19	-0.0251
2019-08-02	40.3	41.0	39.82	40.3	40.07	42834928	42834928	0.0	0.0	40.355	August 02, 19	0.0
2019-08-05	38.45	38.46	37.23	37.7	37.48	58915744	58915744	-0.7525	-1.95	37.96	August 05, 19	-0.0195
2019-08-06	38.45	38.91	37.61	38.09	37.87	36127068	36127068	-0.3625	-0.93628	38.265	August 06, 19	-0.0093628
2019-08-07	37.48	38.59	37.3	38.47	38.25	37256180	37256180	0.9975	2.64	37.96	August 07, 19	0.0264
2019-08-08	39.05	39.58	38.48	39.57	39.34	30929888	30929888	0.5125	1.33	39.17	August 08, 19	0.0133
2019-08-09	39.15	39.19	38.04	38.55	38.33	34181672	34181672	-0.6075	-1.53	38.7325	August 09, 19	-0.0153
2019-08-12	38.02	38.55	37.64	37.86	37.65	27920048	27920048	-0.1575	-0.42083	38.0175	August 12, 19	-0.0042083
2019-08-13	37.85	39.48	37.46	39.01	38.79	36051244	36051244	1.17	3.06	38.45	August 13, 19	0.0306
2019-08-14	38.13	38.24	37.08	37.52	37.31	41988132	41988132	-0.60838	-1.6	37.7425	August 14, 19	-0.016
2019-08-15	37.71	37.91	36.85	37.19	36.98	55446204	55446204	-0.515	-1.38	37.415	August 15, 19	-0.0138
2019-08-16	39.84	40.39	39.22	39.89	39.66	101538512	101538512	0.0525	0.1255	39.835	August 16, 19	0.001255
2019-08-19	41.03	42.86	40.87	42.7	42.45	81632244	81632244	1.66	4.07	41.865	August 19, 19	0.0407
2019-08-20	42.64	42.65	41.76	41.97	41.73	46352160	46352160	-0.6725	-1.57	42.255	August 20, 19	-0.0157
2019-08-21	42.63	43.36	42.42	42.81	42.57	42791092	42791092	0.175	0.42224	42.805	August 21, 19	0.0042224
2019-08-22	42.91	43.33	42.48	42.87	42.63	30375672	30375672	-0.035	-0.09321836	42.8975	August 22, 19	-0.0009321836
2019-08-23	42.1	42.65	40.41	40.61	40.38	56949732	56949732	-1.49	-3.54	41.4425	August 23, 19	-0.0354
2019-08-26	41.4	41.65	40.98	41.36	41.13	31859416	31859416	-0.04	-0.09661836	41.3475	August 26, 19	-0.0009661836
2019-08-27	41.75	41.78	40.16	40.45	40.22	29154956	29154956	-1.3	-3.11	41.035	August 27, 19	-0.0311
2019-08-28	40.15	40.84	39.75	40.31	40.12	25582812	25582812	0.16	0.39851	40.2625	August 28, 19	0.0039851
2019-08-29	41.23	42.08	41.19	41.75	41.55	35837304	35837304	0.525	1.26	41.5625	August 29, 19	0.0126
2019-08-30	42.22	42.72	41.7	41.88	41.68	29090848	29090848	-0.3375	-0.80531	42.13	August 30, 19	-0.0080531
2019-09-03	41.15	41.48	40.81	41.04	40.85	29651080	29651080	-0.1025	-0.26731	41.12	September 03, 19	-0.0026731
2019-09-04	41.65	42.27	41.65	42.19	41.99	22812036	22812036	0.5375	1.3	41.94	September 04, 19	0.013
2019-09-05	43.22	45.0	43.2	44.94	44.72	69648500	69648500	1.72	3.98	44.09	September 05, 19	0.0398
2019-09-06	44.7	45.27	44.28	44.66	44.45	37697676	37697676	-0.0375	-0.08948546	44.7275	September 06, 19	-0.0008948546
2019-09-09	44.98	46.0	44.96	45.13	44.91	41752532	41752532	0.15	0.33348	45.2675	September 09, 19	0.0033348
2019-09-10	44.8	46.06	44.7	45.8	45.58	35281220	35281220	1.0	2.23	45.34	September 10, 19	0.0223
2019-09-11	45.94	46.57	45.65	46.08	45.87	36151128	36151128	0.14	0.30475	46.06	September 11, 19	0.0030475
2019-09-12	46.55	47.1	45.99	46.07	45.85	32784100	32784100	-0.4825	-1.03	46.4275	September 12, 19	-0.0103
2019-09-13	45.4	45.77	45.05	45.49	45.27	32459148	32459148	0.0875	0.19824	45.4275	September 13, 19	0.0019824
2019-09-16	44.73	45.4	44.63	45.05	44.84	23183184	23183184	0.3225	0.7154	44.9525	September 16, 19	0.007154
2019-09-17	45.12	45.31	44.65	45.27	45.06	22847312	22847312	0.1475	0.33245	45.0875	September 17, 19	0.0033245
2019-09-18	45.2	45.36	44.13	45.0	44.78	26403768	26403768	-0.2025	-0.44248	44.9225	September 18, 19	-0.0044248
2019-09-19	45.06	45.24	44.13	44.24	44.03	25634276	25634276	-0.82	-1.82	44.6675	September 19, 19	-0.0182
2019-09-20	44.23	44.46	43.07	43.17	42.97	35725180	35725180	-1.05	-2.4	43.7325	September 20, 19	-0.024
2019-09-23	43.18	44.17	43.14	43.71	43.51	25582588	25582588	0.535	1.23	43.55	September 23, 19	0.0123
2019-09-24	44.03	44.32	42.78	43.13	42.93	32124180	32124180	-0.8925	-2.04	43.565	September 24, 19	-0.0204
2019-09-25	43.13	44.76	42.68	44.56	44.35	31310688	31310688	1.43	3.32	43.7825	September 25, 19	0.0332
2019-09-26	44.46	44.55	43.82	44.34	44.13	23782592	23782592	-0.125	-0.26991	44.2925	September 26, 19	-0.0026991
2019-09-27	43.92	44.43	42.33	42.94	42.74	36595896	36595896	-0.975	-2.23	43.405	September 27, 19	-0.0223
2019-09-30	43.2	43.62	42.89	43.52	43.31	19319908	19319908	0.3175	0.74074	43.3075	September 30, 19	0.0074074
2019-10-01	43.75	45.25	43.45	43.5	43.3	36756600	36756600	-0.25	-0.57143	43.9875	October 01, 19	-0.0057143
2019-10-02	43.28	43.4	42.53	43.26	43.06	29566176	29566176	-0.02	-0.04621072	43.1175	October 02, 19	-0.0004621072
2019-10-03	43.31	45.39	43.0	45.33	45.12	46273060	46273060	2.02	4.66	44.2575	October 03, 19	0.0466
2019-10-04	45.35	45.79	44.7	45.49	45.28	26796020	26796020	0.1425	0.30871	45.3325	October 04, 19	0.0030871
2019-10-07	46.15	47.09	46.06	46.08	45.87	48831356	48831356	-0.0625	-0.15168	46.345	October 07, 19	-0.0015168
2019-10-08	45.16	45.16	44.13	44.31	44.1	44934264	44934264	-0.8525	-1.88	44.69	October 08, 19	-0.0188
2019-10-09	45.08	45.68	44.79	45.18	44.97	30788328	30788328	0.0975	0.22183	45.1825	October 09, 19	0.0022183
2019-10-10	45.16	46.27	45.1	45.76	45.54	32751556	32751556	0.6025	1.33	45.5725	October 10, 19	0.0133
2019-10-11	46.6	47.34	46.41	46.5	46.28	45086672	45086672	-0.105	-0.21459	46.7125	October 11, 19	-0.0021459
2019-10-14	46.41	46.84	46.1	46.63	46.41	21033576	21033576	0.2225	0.47404	46.495	October 14, 19	0.0047404
2019-10-15	47.54	49.82	47.4	49.09	48.86	66798532	66798532	1.55	3.26	48.4625	October 15, 19	0.0326
2019-10-16	48.75	49.81	48.44	48.55	48.33	43275312	43275312	-0.1975	-0.41026	48.8875	October 16, 19	-0.0041026
2019-10-17	49.0	49.45	48.03	48.57	48.35	26431696	26431696	-0.4275	-0.87755	48.7625	October 17, 19	-0.0087755
2019-10-18	48.58	48.91	46.88	47.62	47.4	30762420	30762420	-0.955	-1.98	47.9975	October 18, 19	-0.0198
2019-10-21	48.24	49.14	48.05	49.0	48.77	26696724	26696724	0.7625	1.58	48.6075	October 21, 19	0.0158
2019-10-22	49.58	50.63	48.83	48.9	48.67	33736912	33736912	-0.6725	-1.37	49.485	October 22, 19	-0.0137
2019-10-23	48.08	48.92	47.76	48.77	48.54	28577000	28577000	0.695	1.44	48.3825	October 23, 19	0.0144
2019-10-24	49.19	49.55	48.85	49.22	48.98	23903732	23903732	0.0275	0.06098801	49.2025	October 24, 19	0.0006098801
2019-10-25	50.03	51.35	49.95	51.14	50.9	42309152	42309152	1.11	2.22	50.6175	October 25, 19	0.0222
2019-10-28	51.58	52.23	51.28	51.7	51.46	33079164	33079164	0.1225	0.23265	51.6975	October 28, 19	0.0023265
2019-10-29	51.56	51.62	50.54	50.73	50.49	21123680	21123680	-0.8275	-1.61	51.1125	October 29, 19	-0.0161
2019-10-30	51.0	51.06	50.07	50.75	50.51	20596152	20596152	-0.25	-0.4902	50.72	October 30, 19	-0.004902
2019-10-31	50.54	50.75	49.45	50.26	50.02	20973260	20973260	-0.285	-0.55402	50.25	October 31, 19	-0.0055402
2019-11-01	49.9	50.97	49.65	50.65	50.41	28363824	28363824	0.7475	1.5	50.2925	November 01, 19	0.015
2019-11-04	51.46	52.75	51.23	52.63	52.38	37671620	37671620	1.16	2.27	52.0175	November 04, 19	0.0227
2019-11-05	52.62	52.89	51.92	52.4	52.16	30086848	30086848	-0.22	-0.41809	52.4575	November 05, 19	-0.0041809
2019-11-06	52.16	52.42	51.03	51.91	51.66	26901340	26901340	-0.2525	-0.47929	51.88	November 06, 19	-0.0047929
2019-11-07	52.78	52.93	51.64	52.09	51.84	28033992	28033992	-0.6915	-1.31	52.36	November 07, 19	-0.0131
2019-11-08	51.92	52.26	51.54	51.95	51.7	18940748	18940748	0.03	0.0577812	51.9175	November 08, 19	0.000577812
2019-11-11	51.94	52.28	51.07	52.05	51.8	24378944	24378944	0.1075	0.21178	51.835	November 11, 19	0.0021178
2019-11-12	52.43	52.97	52.08	52.4	52.16	28383884	28383884	-0.0275	-0.05721915	52.47	November 12, 19	-0.0005721915
2019-11-13	52.09	52.37	51.48	52.14	51.9	30236496	30236496	0.055	0.09598771	52.02	November 13, 19	0.0009598771
2019-11-14	52.23	52.47	51.63	52.45	52.2	52700684	52700684	0.215	0.42121	52.195	November 14, 19	0.0042121
2019-11-15	52.43	52.94	50.16	51.05	50.81	105421636	105421636	-1.38	-2.63	51.645	November 15, 19	-0.0263
2019-11-18	50.97	53.34	50.94	53.07	52.82	57531852	57531852	2.1	4.12	52.08	November 18, 19	0.0412
2019-11-19	52.76	53.0	51.41	52.0	51.75	41538024	41538024	-0.7605	-1.44	52.2925	November 19, 19	-0.0144
2019-11-20	51.77	53.64	51.64	52.8	52.55	47301752	47301752	1.03	1.99	52.4625	November 20, 19	0.0199
2019-11-21	52.75	53.31	52.33	52.55	52.3	28838920	28838920	-0.205	-0.37915	52.735	November 21, 19	-0.0037915
2019-11-22	52.77	53.24	52.49	52.72	52.48	22409880	22409880	-0.05	-0.09475081	52.805	November 22, 19	-0.0009475081
2019-11-25	54.01	55.35	53.88	55.3	55.04	50734744	50734744	1.29	2.39	54.635	November 25, 19	0.0239
2019-11-26	55.13	55.17	54.19	54.25	54.0	38568092	38568092	-0.875	-1.6	54.685	November 26, 19	-0.016
2019-11-27	54.67	55.01	54.3	54.56	54.35	21642872	21642872	-0.1075	-0.20121	54.635	November 27, 19	-0.0020121
2019-11-29	54.25	54.54	53.95	54.19	53.97	14155696	14155696	-0.065	-0.1106	54.2325	November 29, 19	-0.001106
2019-12-02	54.12	54.25	52.16	52.31	52.11	37386968	37386968	-1.8	-3.34	53.21	December 02, 19	-0.0334
2019-12-03	50.47	51.96	50.09	51.92	51.71	47414612	47414612	1.45	2.87	51.11	December 03, 19	0.0287
2019-12-04	52.76	52.98	52.07	52.36	52.15	27361836	27361836	-0.4	-0.75815	52.5425	December 04, 19	-0.0075815
2019-12-05	52.58	52.73	51.88	52.19	51.98	18513776	18513776	-0.39	-0.74173	52.345	December 05, 19	-0.0074173
2019-12-06	52.88	53.37	52.78	53.04	52.83	23241828	23241828	0.1625	0.30257	53.0175	December 06, 19	0.0030257
2019-12-09	52.81	53.59	52.73	53.04	52.83	21513280	21513280	0.23	0.43552	53.0425	December 09, 19	0.0043552
2019-12-10	53.35	54.02	52.82	53.5	53.28	25668912	25668912	0.15	0.28116	53.4225	December 10, 19	0.0028116
2019-12-11	53.6	54.39	53.58	54.34	54.12	23400988	23400988	0.735	1.38	53.9775	December 11, 19	0.0138
2019-12-12	54.05	56.2	53.96	56.02	55.8	40608336	40608336	1.97	3.64	55.0575	December 12, 19	0.0364
2019-12-13	56.05	57.25	55.46	56.0	55.78	45496732	45496732	-0.05	-0.08920607	56.19	December 13, 19	-0.0008920607
2019-12-16	56.48	57.02	56.19	56.29	56.07	32130736	32130736	-0.1875	-0.3364	56.495	December 16, 19	-0.003364
2019-12-17	56.48	57.3	56.38	57.07	56.85	32326392	32326392	0.5975	1.04	56.8075	December 17, 19	0.0104
2019-12-18	57.42	57.99	57.34	57.38	57.15	34427876	34427876	-0.045	-0.06966214	57.5325	December 18, 19	-0.0006966214
2019-12-19	57.73	59.0	57.68	58.87	58.63	45310696	45310696	1.14	1.97	58.32	December 19, 19	0.0197
2019-12-20	59.53	60.1	59.34	59.84	59.61	60338428	60338428	0.31	0.52075	59.7025	December 20, 19	0.0052075
2019-12-23	60.13	60.45	59.6	59.71	59.47	35539260	35539260	-0.425	-0.69849	59.9725	December 23, 19	-0.0069849
2019-12-24	59.55	59.83	59.21	59.66	59.42	13886388	13886388	0.105	0.18472	59.5625	December 24, 19	0.0018472
2019-12-26	59.69	60.08	59.5	59.8	59.56	18321804	18321804	0.1075	0.18429	59.7675	December 26, 19	0.0018429
2019-12-27	59.95	60.09	58.95	59.22	58.98	25481004	25481004	-0.7325	-1.22	59.5525	December 27, 19	-0.0122
2019-12-30	59.0	59.05	57.77	58.08	57.85	25824712	25824712	-0.9175	-1.56	58.475	December 30, 19	-0.0156
2019-12-31	57.73	58.92	57.53	58.83	58.59	23121132	23121132	1.1	1.91	58.2525	December 31, 19	0.0191
2020-01-02	59.69	59.98	59.18	59.98	59.74	23767876	23767876	0.29	0.48584	59.7075	January 02, 20	0.0048584
2020-01-03	58.78	59.46	58.53	59.02	58.79	20577232	20577232	0.2425	0.4083	58.9475	January 03, 20	0.004083
2020-01-06	58.08	59.32	57.82	59.27	59.03	26291248	26291248	1.19	2.05	58.6225	January 06, 20	0.0205
2020-01-07	59.55	60.44	59.1	59.98	59.75	31920576	31920576	0.4325	0.72208	59.7675	January 07, 20	0.0072208
2020-01-08	59.94	60.51	59.54	60.1	59.86	27724068	27724068	0.155	0.26693	60.0225	January 08, 20	0.0026693
2020-01-09	60.96	61.48	60.21	60.76	60.52	25544212	25544212	-0.2075	-0.32808	60.8525	January 09, 20	-0.0032808
2020-01-10	61.83	62.14	60.94	61.08	60.84	31646240	31646240	-0.7525	-1.21	61.4975	January 10, 20	-0.0121
2020-01-13	61.92	63.25	61.69	63.0	62.75	32033804	32033804	1.08	1.74	62.465	January 13, 20	0.0174
2020-01-14	62.57	62.82	61.69	61.82	61.58	35957932	35957932	-0.745	-1.2	62.225	January 14, 20	-0.012
2020-01-15	61.95	62.17	61.13	61.39	61.15	26310544	26310544	-0.555	-0.90395	61.66	January 15, 20	-0.0090395
2020-01-16	61.93	62.29	61.69	62.23	61.99	28419164	28419164	0.3025	0.48442	62.035	January 16, 20	0.0048442
2020-01-17	62.43	62.5	61.84	62.32	62.07	25379056	25379056	-0.105	-0.1762	62.2725	January 17, 20	-0.001762
2020-01-21	61.95	62.32	61.64	61.99	61.74	21791700	21791700	0.03375	0.0645682	61.975	January 21, 20	0.000645682
2020-01-22	62.44	63.4	62.25	62.51	62.27	23923868	23923868	0.0725	0.11211	62.65	January 22, 20	0.0011211
2020-01-23	62.93	63.3	62.04	63.22	62.97	24451444	24451444	0.285	0.46083	62.8725	January 23, 20	0.0046083
2020-01-24	64.38	64.88	62.08	62.62	62.37	37351356	37351356	-1.76	-2.73	63.49	January 24, 20	-0.0273
2020-01-27	59.56	60.56	58.06	60.05	59.81	47053416	47053416	0.49	0.8227	59.5575	January 27, 20	0.008227
2020-01-28	60.71	62.32	60.18	61.99	61.75	31097604	31097604	1.28	2.11	61.3	January 28, 20	0.0211
2020-01-29	61.85	62.21	60.99	61.39	61.14	25945116	25945116	-0.4625	-0.74373	61.61	January 29, 20	-0.0074373
2020-01-30	60.4	61.59	59.85	61.45	61.21	29050360	29050360	1.05	1.74	60.8225	January 30, 20	0.0174
2020-01-31	60.99	61.11	58.69	59.11	58.87	37041972	37041972	-1.88	-3.08	59.975	January 31, 20	-0.0308
2020-02-03	58.93	60.28	58.86	60.08	59.85	25592820	25592820	1.16	1.95	59.5375	February 03, 20	0.0195
2020-02-04	61.51	61.98	61.01	61.78	61.54	27154356	27154356	0.275	0.43895	61.57	February 04, 20	0.0043895
2020-02-05	63.0	63.1	61.85	62.69	62.44	20822008	20822008	-0.3075	-0.49206	62.66	February 05, 20	-0.0049206
2020-02-06	63.04	63.56	62.22	63.56	63.31	21828204	21828204	0.52625	0.82487	63.095	February 06, 20	0.0082487
2020-02-07	63.16	63.38	62.64	62.9	62.65	18975212	18975212	-0.2625	-0.41165	63.02	February 07, 20	-0.0041165
2020-02-10	63.13	65.75	63.08	65.74	65.48	52960776	52960776	2.62	4.13	64.425	February 10, 20	0.0413
2020-02-11	66.83	68.13	66.21	66.97	66.71	63855688	63855688	0.1425	0.20949	67.035	February 11, 20	0.0020949
2020-02-12	67.5	68.2	67.11	68.14	67.87	37464472	37464472	0.6325	0.94815	67.7375	February 12, 20	0.0094815
2020-02-13	67.55	68.37	67.28	67.69	67.43	52801536	52801536	0.1425	0.20725	67.7225	February 13, 20	0.0020725
2020-02-14	71.82	73.74	71.5	72.45	72.16	104192372	104192372	0.6325	0.87719	72.3775	February 14, 20	0.0087719
2020-02-18	71.41	74.33	71.22	74.14	73.85	62188100	62188100	2.73	3.82	72.775	February 18, 20	0.0382
2020-02-19	75.37	78.85	75.37	78.68	78.37	69433124	69433124	3.3	4.39	77.0675	February 19, 20	0.0439
2020-02-20	78.19	79.08	74.09	77.18	76.87	81005036	81005036	-1.02	-1.29	77.135	February 20, 20	-0.0129
2020-02-21	76.05	76.3	72.67	73.52	73.23	76929324	76929324	-2.53	-3.33	74.635	February 21, 20	-0.0333
2020-02-24	67.55	70.47	67.0	68.32	68.05	85691492	85691492	0.7725	1.14	68.335	February 24, 20	0.0114
2020-02-25	69.08	69.7	64.49	65.51	65.25	105549768	105549768	-3.56	-5.17	67.195	February 25, 20	-0.0517
2020-02-26	65.52	68.86	65.5	66.91	66.65	74966144	74966144	1.4	2.12	66.6975	February 26, 20	0.0212
2020-02-27	63.73	66.75	62.22	63.15	62.94	90641492	90641492	-0.575	-0.91009	63.9625	February 27, 20	-0.0091009
2020-02-28	60.61	68.11	60.45	67.52	67.29	113467528	113467528	6.9	11.4	64.1725	February 28, 20	0.114
2020-03-02	69.22	69.4	65.25	69.11	68.88	89074556	89074556	-0.1175	-0.15891	68.245	March 02, 20	-0.0015891
2020-03-03	69.67	70.27	65.62	66.47	66.25	65279312	65279312	-3.19	-4.59	68.0075	March 03, 20	-0.0459
2020-03-04	67.55	71.22	66.8	71.13	70.89	59740736	59740736	3.58	5.3	69.175	March 04, 20	0.053
2020-03-05	69.13	70.8	67.88	68.32	68.09	54032748	54032748	-0.8025	-1.17	69.0325	March 05, 20	-0.0117
2020-03-06	66.52	67.1	64.5	66.51	66.29	51541228	51541228	-0.01	-0.01503307	66.1575	March 06, 20	-0.0001503307
2020-03-09	59.98	64.85	59.55	61.36	61.15	61415840	61415840	1.38	2.3	61.435	March 09, 20	0.023
2020-03-10	64.14	65.27	61.5	65.27	65.05	58064872	58064872	1.13	1.76	64.045	March 10, 20	0.0176
2020-03-11	63.86	64.15	60.64	61.62	61.41	50206772	50206772	-2.25	-3.51	62.5675	March 11, 20	-0.0351
2020-03-12	56.37	59.03	53.95	54.08	53.9	81654140	81654140	-2.29	-4.06	55.8575	March 12, 20	-0.0406
2020-03-13	57.63	60.26	54.9	60.21	60.01	63483772	63483772	2.59	4.48	58.25	March 13, 20	0.0448
2020-03-16	53.1	56.53	48.5	49.1	48.94	72697212	72697212	-4.0	-7.53	51.8075	March 16, 20	-0.0753
2020-03-17	50.23	55.22	47.75	54.32	54.14	83363196	83363196	4.09	8.14	51.88	March 17, 20	0.0814
2020-03-18	50.02	52.49	45.17	50.71	50.54	87426628	87426628	0.68125	1.38	49.5975	March 18, 20	0.0138
2020-03-19	50.49	54.18	48.35	53.24	53.06	76551388	76551388	2.75	5.45	51.565	March 19, 20	0.0545
2020-03-20	54.75	57.58	51.28	51.44	51.27	80463416	80463416	-3.31	-6.05	53.7625	March 20, 20	-0.0605
2020-03-23	51.43	54.12	49.63	53.17	52.99	64387464	64387464	1.74	3.38	52.0875	March 23, 20	0.0338
2020-03-24	57.25	63.17	57.01	62.3	62.09	110164380	110164380	5.05	8.82	59.9325	March 24, 20	0.0882
2020-03-25	63.45	65.46	60.92	61.41	61.2	79343068	79343068	-2.05	-3.22	62.81	March 25, 20	-0.0322
2020-03-26	63.49	65.56	62.5	64.31	64.09	69758768	69758768	0.825	1.29	63.965	March 26, 20	0.0129
2020-03-27	62.5	65.78	62.17	63.18	62.97	63882976	63882976	0.6825	1.09	63.4075	March 27, 20	0.0109
2020-03-30	63.84	66.49	63.4	66.4	66.18	60225012	60225012	2.56	4.01	65.0325	March 30, 20	0.0401
2020-03-31	66.8	68.85	64.44	65.9	65.68	94996056	94996056	-0.9	-1.35	66.4975	March 31, 20	-0.0135
2020-04-01	63.91	65.38	60.32	60.77	60.56	65691312	65691312	-3.15	-4.91	62.595	April 01, 20	-0.0491
2020-04-02	61.06	64.0	60.58	63.87	63.65	67576452	67576452	2.81	4.6	62.3775	April 02, 20	0.046
2020-04-03	63.49	63.91	59.6	60.98	60.77	66321384	66321384	-2.51	-3.95	61.995	April 03, 20	-0.0395
2020-04-06	63.81	67.47	63.23	67.1	66.88	72788248	72788248	3.29	5.16	65.4025	April 06, 20	0.0516
2020-04-07	69.33	69.56	64.33	64.76	64.54	78452188	78452188	-4.57	-6.59	66.995	April 07, 20	-0.0659
2020-04-08	65.85	66.99	65.15	66.74	66.51	54244452	54244452	0.885	1.35	66.1825	April 08, 20	0.0135
2020-04-09	68.0	68.23	65.11	65.74	65.52	52624780	52624780	-2.26	-3.32	66.77	April 09, 20	-0.0332
2020-04-13	65.14	67.55	64.25	67.46	67.24	39840728	39840728	2.33	3.56	66.1	April 13, 20	0.0356
2020-04-14	68.75	71.33	68.47	70.99	70.75	53094668	53094668	2.24	3.26	69.885	April 14, 20	0.0326
2020-04-15	69.3	71.04	68.85	70.21	69.98	36614884	36614884	0.91	1.31	69.85	April 15, 20	0.0131
2020-04-16	71.77	74.75	71.64	73.68	73.43	74562040	74562040	1.91	2.66	72.96	April 16, 20	0.0266
2020-04-17	74.5	74.72	71.74	73.08	72.84	53912196	53912196	-1.42	-1.91	73.51	April 17, 20	-0.0191
2020-04-20	71.81	73.38	71.32	71.76	71.52	44938820	44938820	-0.0475	-0.06962819	72.0675	April 20, 20	-0.0006962819
2020-04-21	70.58	71.19	66.78	67.38	67.15	73515984	73515984	-3.2	-4.53	68.9825	April 21, 20	-0.0453
2020-04-22	69.31	71.97	68.85	71.54	71.3	48472912	48472912	2.23	3.22	70.4175	April 22, 20	0.0322
2020-04-23	71.96	73.28	70.75	71.0	70.77	42415952	42415952	-0.9575	-1.33	71.7475	April 23, 20	-0.0133
2020-04-24	70.9	72.42	70.15	72.4	72.16	35264548	35264548	1.5	2.12	71.4675	April 24, 20	0.0212
2020-04-27	73.75	75.88	73.5	74.27	74.02	47938796	47938796	0.5225	0.70508	74.35	April 27, 20	0.0070508
2020-04-28	75.75	76.05	72.79	72.84	72.6	44290412	44290412	-2.91	-3.84	74.3575	April 28, 20	-0.0384
2020-04-29	74.19	75.15	73.44	74.61	74.37	37916188	37916188	0.4225	0.56611	74.3475	April 29, 20	0.0056611
2020-04-30	74.07	74.61	72.93	73.07	72.83	37591772	37591772	-1.0	-1.35	73.67	April 30, 20	-0.0135
2020-05-01	71.09	72.22	70.21	70.69	70.46	34209780	34209780	-0.3925	-0.56267	71.0525	May 01, 20	-0.0056267
2020-05-04	70.22	72.96	70.22	72.82	72.58	31755520	31755520	2.6	3.7	71.555	May 04, 20	0.037
2020-05-05	73.87	75.07	72.82	73.44	73.19	36889564	36889564	-0.4325	-0.5821	73.8	May 05, 20	-0.005821
2020-05-06	74.23	75.5	73.85	74.45	74.2	32346556	32346556	0.215	0.29638	74.5075	May 06, 20	0.0029638
2020-05-07	75.85	76.85	75.33	76.22	75.96	37373052	37373052	0.3725	0.4878	76.0625	May 07, 20	0.004878
